timestamp,sensor_id,location,temperature_c,humidity_pct,co2_ppm,pm25_ugm3,light_lux,noise_db,true_anomaly,anomaly_prediction,anomaly_score
2026-04-01 05:15:00,ENV-01,Indoor Lab A,24.73,68.86,645.1,88.08631148227096,0.0,43.25,1,0,0.2143
2026-04-01 05:30:00,ENV-01,Indoor Lab A,24.87,70.81,618.59,26.95,0.0,42.38,0,0,0.1285
2026-04-01 05:45:00,ENV-01,Indoor Lab A,25.9,67.26,646.05,25.85,0.0,44.22,0,0,0.299
2026-04-01 06:00:00,ENV-01,Indoor Lab A,25.84,71.15,608.05,17.59,18.27,44.89,0,0,0.1244
2026-04-01 06:15:00,ENV-01,Indoor Lab A,26.03,70.13,620.42,21.87,69.12,42.2,0,0,0.1333
2026-04-01 06:30:00,ENV-01,Indoor Lab A,26.95,70.24,605.92,22.75,83.36,47.07,0,0,0.3075
2026-04-01 06:45:00,ENV-01,Indoor Lab A,26.83,67.51,657.92,21.63,204.35,50.76,0,0,0.1351
2026-04-01 07:00:00,ENV-01,Indoor Lab A,26.39,67.49,609.58,17.55,230.24,46.47,0,0,0.1243
2026-04-01 07:15:00,ENV-01,Indoor Lab A,26.82,70.51,630.0,23.97,280.03,53.99,0,0,0.1442
2026-04-01 07:30:00,ENV-01,Indoor Lab A,27.17,66.99,600.62,20.66,336.59,48.36,0,0,0.1563
2026-04-01 07:45:00,ENV-01,Indoor Lab A,27.3,68.42,603.83,14.28,382.43,49.18,0,0,0.1235
2026-04-01 08:00:00,ENV-01,Indoor Lab A,27.37,65.93,,19.6,419.06,47.46,0,0,0.1055
2026-04-01 08:15:00,ENV-01,Indoor Lab A,27.49,65.99,628.85,19.75,537.92,50.55,0,0,0.1136
2026-04-01 08:30:00,ENV-01,Indoor Lab A,27.03,66.26,630.1,19.25,565.91,59.34,0,0,0.1005
2026-04-01 08:45:00,ENV-01,Indoor Lab A,28.08,70.28,638.31,19.3,582.38,50.45,0,0,0.3362
2026-04-01 09:00:00,ENV-01,Indoor Lab A,27.65,67.4,599.51,17.25,717.41,42.95,0,0,0.1554
2026-04-01 09:15:00,ENV-01,Indoor Lab A,28.48,64.52,596.98,19.93,678.91,45.7,0,0,0.3258
2026-04-01 09:30:00,ENV-01,Indoor Lab A,28.0,68.99,587.61,17.0,715.61,47.34,0,0,0.1859
2026-04-01 09:45:00,ENV-01,Indoor Lab A,29.44,68.78,552.31,16.6,,52.21,0,0,0.5333
2026-04-01 10:00:00,ENV-01,Indoor Lab A,28.26,67.18,612.62,18.35,737.41,49.0,0,0,0.2998
2026-04-01 10:15:00,ENV-01,Indoor Lab A,28.54,66.0,641.19,16.7,763.05,53.09,0,0,0.1856
2026-04-01 10:30:00,ENV-01,Indoor Lab A,29.84,69.28,556.14,13.79,875.83,48.53,0,0,0.5128
2026-04-01 10:45:00,ENV-01,Indoor Lab A,29.19,68.68,568.05,14.83,738.79,47.88,0,0,0.2954
2026-04-01 11:00:00,ENV-01,Indoor Lab A,28.98,64.56,629.16,10.51,853.93,51.63,0,0,0.1762
2026-04-01 11:15:00,ENV-01,Indoor Lab A,29.84,64.11,614.61,14.65,848.35,52.9,0,0,0.3949
2026-04-01 11:30:00,ENV-01,Indoor Lab A,29.36,65.72,584.52,13.3,896.27,53.75,0,0,0.2436
2026-04-01 11:45:00,ENV-01,Indoor Lab A,30.05,64.39,633.42,8.46,892.76,53.75,0,0,0.3753
2026-04-01 12:00:00,ENV-01,Indoor Lab A,29.52,65.58,572.3,12.73,879.37,54.74,0,0,0.2527
2026-04-01 12:15:00,ENV-01,Indoor Lab A,29.6,,597.49,15.04,926.52,54.27,0,0,0.1798
2026-04-01 12:30:00,ENV-01,Indoor Lab A,29.1,65.65,591.29,15.88,891.57,52.9,0,0,0.2506
2026-04-01 12:45:00,ENV-01,Indoor Lab A,30.07,65.57,584.01,13.41,875.09,55.98,0,0,0.3924
2026-04-01 13:00:00,ENV-01,Indoor Lab A,29.87,68.38,600.82,14.06,893.2,51.86,0,0,0.2274
2026-04-01 13:15:00,ENV-01,Indoor Lab A,29.64,66.49,568.59,15.8,823.6,59.16,0,0,0.2018
2026-04-01 13:30:00,ENV-01,Indoor Lab A,29.02,64.34,593.25,16.43,853.34,54.83,0,0,0.2889
2026-04-01 13:45:00,ENV-01,Indoor Lab A,29.44,65.0,564.48,12.08,841.31,52.55,0,0,0.2296
2026-04-01 14:00:00,ENV-01,Indoor Lab A,29.03,66.18,571.35,,750.65,53.73,0,0,0.2411
2026-04-01 14:15:00,ENV-01,Indoor Lab A,29.45,65.86,547.86,15.01,697.64,48.76,0,0,0.2212
2026-04-01 14:30:00,ENV-01,Indoor Lab A,28.95,66.49,566.2,18.88,744.04,52.47,0,0,0.2555
2026-04-01 14:45:00,ENV-01,Indoor Lab A,29.18,64.98,556.93,13.75,687.95,50.4,0,0,0.1904
2026-04-01 15:00:00,ENV-01,Indoor Lab A,29.33,70.12,553.81,16.01,660.55,51.59,0,0,0.1788
2026-04-01 15:15:00,ENV-01,Indoor Lab A,29.1,67.15,558.31,12.69,594.27,54.18,0,0,0.1806
2026-04-01 15:30:00,ENV-01,Indoor Lab A,29.53,69.13,609.21,12.94,578.42,53.09,0,0,0.2547
2026-04-01 15:45:00,ENV-01,Indoor Lab A,29.74,65.69,534.1,13.69,425.68,50.8,0,0,0.2479
2026-04-01 16:00:00,ENV-01,Indoor Lab A,28.28,67.71,563.54,21.39,483.26,50.47,0,0,0.4166
2026-04-01 16:15:00,ENV-01,Indoor Lab A,28.07,,522.09,21.54,439.34,50.58,0,0,0.2091
2026-04-01 16:30:00,ENV-01,Indoor Lab A,27.56,70.34,552.52,20.06,288.61,49.96,0,0,0.2636
2026-04-01 16:45:00,ENV-01,Indoor Lab A,28.17,67.84,544.61,18.54,251.93,51.08,0,0,0.2384
2026-04-01 17:00:00,ENV-01,Indoor Lab A,28.05,68.9,574.32,13.63,179.24,55.08,0,0,0.1497
2026-04-01 17:15:00,ENV-01,Indoor Lab A,27.98,66.51,596.17,17.69,216.86,51.16,0,0,0.1309
2026-04-01 17:30:00,ENV-01,Indoor Lab A,28.58,71.65,552.2,20.62,140.06,54.76,0,0,0.231
2026-04-01 17:45:00,ENV-01,Indoor Lab A,27.03,69.65,586.1,12.8,17.45,44.22,0,0,0.3664
2026-04-01 18:00:00,ENV-01,Indoor Lab A,27.16,69.85,598.59,18.67,57.0,45.86,0,0,0.1192
2026-04-01 18:15:00,ENV-01,Indoor Lab A,26.32,68.45,572.19,18.73,0.0,49.39,0,0,0.2759
2026-04-01 18:30:00,ENV-01,Indoor Lab A,26.3,70.05,573.46,16.4,0.0,46.12,0,0,0.132
2026-04-01 18:45:00,ENV-01,Indoor Lab A,26.67,70.76,541.52,21.12,0.0,46.55,0,0,0.1241
2026-04-01 19:00:00,ENV-01,Indoor Lab A,26.45,66.93,554.34,16.41,68.77,48.66,0,0,0.1023
2026-04-01 19:15:00,ENV-01,Indoor Lab A,25.99,69.58,567.52,19.73,21.5,50.44,0,0,0.1863
2026-04-01 19:30:00,ENV-01,Indoor Lab A,25.87,68.14,565.73,13.88,0.0,51.88,0,0,0.1164
2026-04-01 19:45:00,ENV-01,Indoor Lab A,26.65,68.94,589.41,22.1,107.76,50.75,0,0,0.1519
2026-04-01 20:00:00,ENV-01,Indoor Lab A,25.67,67.67,537.34,22.16,0.0,42.73,0,0,0.2612
2026-04-01 20:15:00,ENV-01,Indoor Lab A,25.24,67.56,622.28,24.57,0.0,51.05,0,0,0.2256
2026-04-01 20:30:00,ENV-01,Indoor Lab A,25.39,68.14,620.86,23.91,0.0,45.65,0,0,0.1465
2026-04-01 20:45:00,ENV-01,Indoor Lab A,24.78,67.23,608.69,28.38,0.0,47.52,0,0,0.2899
2026-04-01 21:00:00,ENV-01,Indoor Lab A,24.71,69.15,573.54,20.41,1.7,42.95,0,0,0.1925
2026-04-01 21:15:00,ENV-01,Indoor Lab A,24.95,70.15,585.25,20.61,0.0,47.34,0,0,0.1699
2026-04-01 21:30:00,ENV-01,Indoor Lab A,24.9,68.41,596.61,25.91,0.0,46.33,0,0,0.135
2026-04-01 21:45:00,ENV-01,Indoor Lab A,24.22,71.62,577.98,18.54,0.0,44.49,0,0,0.3097
2026-04-01 22:00:00,ENV-01,Indoor Lab A,24.5,68.78,1200.5726950578212,19.26,0.0,40.37,1,0,0.1881
2026-04-01 22:15:00,ENV-01,Indoor Lab A,23.95,70.79,581.43,23.36,35.22,41.94,0,0,0.2995
2026-04-01 22:30:00,ENV-01,Indoor Lab A,24.5,68.53,619.12,29.08,0.0,40.96,0,0,0.2041
2026-04-01 22:45:00,ENV-01,Indoor Lab A,24.27,70.46,618.06,23.18,3.03,42.58,0,0,0.1817
2026-04-01 23:00:00,ENV-01,Indoor Lab A,24.43,71.46,620.09,23.96,0.0,41.46,0,0,0.1425
2026-04-01 23:15:00,ENV-01,Indoor Lab A,23.99,70.18,621.71,31.61,30.49,41.51,0,0,0.2427
2026-04-01 23:30:00,ENV-01,Indoor Lab A,24.27,70.26,566.27,22.52,0.0,41.19,0,0,0.1671
2026-04-01 23:45:00,ENV-01,Indoor Lab A,23.67,74.48,628.08,25.02,29.03,35.38,0,0,0.3026
2026-04-02 00:00:00,ENV-01,Indoor Lab A,24.18,72.72,585.54,29.23,11.85,40.56,0,0,0.2106
2026-04-02 00:15:00,ENV-01,Indoor Lab A,24.31,75.75,629.55,26.63,0.0,39.07,0,0,0.1514
2026-04-02 00:30:00,ENV-01,Indoor Lab A,24.37,69.52,629.18,24.52,16.76,42.46,0,0,0.1446
2026-04-02 00:45:00,ENV-01,Indoor Lab A,24.44,70.23,622.92,23.05,0.0,42.45,0,0,0.1474
2026-04-02 01:00:00,ENV-01,Indoor Lab A,24.31,69.41,653.56,30.07,14.47,46.83,0,0,0.1524
2026-04-02 01:15:00,ENV-01,Indoor Lab A,26.6,68.76,589.36,30.48,22.9,40.95,0,0,0.5766
2026-04-02 01:30:00,ENV-01,Indoor Lab A,24.12,68.98,696.84,26.34,,43.23,0,0,0.5647
2026-04-02 01:45:00,ENV-01,Indoor Lab A,24.24,71.65,617.65,27.3,65.87,45.05,0,0,0.1759
2026-04-02 02:00:00,ENV-01,Indoor Lab A,29.557401218125825,70.15,897.0411605876355,73.76392338725312,1.95,44.28,1,1,0.8594
2026-04-02 02:15:00,ENV-01,Indoor Lab A,23.37,74.19,636.41,24.4,0.0,36.05,0,1,0.7454
2026-04-02 02:30:00,ENV-01,Indoor Lab A,24.57,71.23,609.33,21.66,0.0,46.06,0,0,0.3561
2026-04-02 02:45:00,ENV-01,Indoor Lab A,24.16,68.01,636.47,24.56,0.0,40.95,0,0,0.289
2026-04-02 03:00:00,ENV-01,Indoor Lab A,24.27,72.34,689.69,28.58,0.0,37.88,0,0,0.2236
2026-04-02 03:15:00,ENV-01,Indoor Lab A,25.63,70.99,,24.92,6.93,40.89,0,0,0.3312
2026-04-02 03:30:00,ENV-01,Indoor Lab A,24.33,69.69,643.8,23.13,0.0,41.78,0,0,0.3953
2026-04-02 03:45:00,ENV-01,Indoor Lab A,24.6,73.7,578.63,27.79,43.61,35.4,0,0,0.1937
2026-04-02 04:00:00,ENV-01,Indoor Lab A,24.69,69.85,609.81,21.91,0.0,47.06,0,0,0.1377
2026-04-02 04:15:00,ENV-01,Indoor Lab A,25.41,73.03,662.95,20.57,0.0,43.48,0,0,0.2467
2026-04-02 04:30:00,ENV-01,Indoor Lab A,24.59,71.8,638.61,22.53,24.88,43.57,0,0,0.2481
2026-04-02 04:45:00,ENV-01,Indoor Lab A,25.14,72.57,617.11,25.18,20.76,41.56,0,0,0.1944
2026-04-02 05:00:00,ENV-01,Indoor Lab A,25.62,67.62,666.57,22.45,0.0,45.9,0,0,0.1888
2026-04-02 05:15:00,ENV-01,Indoor Lab A,25.33,67.18,603.7,24.47,0.0,48.31,0,0,0.1486
2026-04-02 05:30:00,ENV-01,Indoor Lab A,24.88,73.25,646.85,22.01,0.0,44.54,0,0,0.1767
2026-04-02 05:45:00,ENV-01,Indoor Lab A,25.99,71.93,643.21,22.38,0.0,43.5,0,0,0.2864
2026-04-02 06:00:00,ENV-01,Indoor Lab A,26.33,66.16,605.27,23.78,5.98,43.45,0,0,0.1586
2026-04-02 06:15:00,ENV-01,Indoor Lab A,26.39,70.13,623.92,18.84,65.72,41.41,0,0,0.1044
2026-04-02 06:30:00,ENV-01,Indoor Lab A,26.76,46.782466382334334,661.43,22.2,126.43,47.65,1,0,0.1653
2026-04-02 06:45:00,ENV-01,Indoor Lab A,27.52,71.18,587.81,16.55,153.71,45.15,0,0,0.3144
2026-04-02 07:00:00,ENV-01,Indoor Lab A,27.2,67.55,636.49,17.73,211.53,41.23,0,0,0.1752
2026-04-02 07:15:00,ENV-01,Indoor Lab A,26.6,66.15,605.27,22.77,256.07,53.73,0,0,0.1122
2026-04-02 07:30:00,ENV-01,Indoor Lab A,27.58,69.08,605.94,21.32,324.27,46.58,0,0,0.2894
2026-04-02 07:45:00,ENV-01,Indoor Lab A,28.71,68.37,653.73,16.72,396.84,51.92,0,0,0.4525
2026-04-02 08:00:00,ENV-01,Indoor Lab A,27.46,72.04,640.19,16.76,472.13,49.92,0,0,0.2661
2026-04-02 08:15:00,ENV-01,Indoor Lab A,28.21,65.14,601.72,17.33,497.41,49.25,0,0,0.2782
2026-04-02 08:30:00,ENV-01,Indoor Lab A,28.2,65.47,626.73,19.54,567.48,51.03,0,0,0.1403
2026-04-02 08:45:00,ENV-01,Indoor Lab A,28.67,68.92,612.71,12.36,608.45,48.79,0,0,0.2715
2026-04-02 09:00:00,ENV-01,Indoor Lab A,28.59,65.32,584.62,20.16,635.01,50.6,0,0,0.1795
2026-04-02 09:15:00,ENV-01,Indoor Lab A,28.65,67.81,632.24,15.12,680.02,47.54,0,0,0.1599
2026-04-02 09:30:00,ENV-01,Indoor Lab A,28.6,67.01,611.43,14.91,757.97,46.61,0,0,0.1379
2026-04-02 09:45:00,ENV-01,Indoor Lab A,28.86,66.64,639.12,16.63,784.44,45.2,0,0,0.2094
2026-04-02 10:00:00,ENV-01,Indoor Lab A,29.21,69.19,602.06,18.95,761.32,,0,0,0.2556
2026-04-02 10:15:00,ENV-01,Indoor Lab A,30.26,66.58,585.92,19.85,862.47,48.76,0,0,0.5028
2026-04-02 10:30:00,ENV-01,Indoor Lab A,29.16,66.65,560.52,12.48,796.35,48.35,0,0,0.3303
2026-04-02 10:45:00,ENV-01,Indoor Lab A,29.45,67.6,629.98,12.02,886.69,50.31,0,0,0.2354
2026-04-02 11:00:00,ENV-01,Indoor Lab A,29.54,68.4,560.29,15.95,875.16,52.72,0,0,0.2053
2026-04-02 11:15:00,ENV-01,Indoor Lab A,29.79,71.89,569.59,13.03,860.9,49.84,0,0,0.2549
2026-04-02 11:30:00,ENV-01,Indoor Lab A,29.45,69.3,618.29,12.74,863.17,53.17,0,0,0.2096
2026-04-02 11:45:00,ENV-01,Indoor Lab A,29.56,68.14,585.17,9.77,952.24,57.38,0,0,0.1779
2026-04-02 12:00:00,ENV-01,Indoor Lab A,29.59,66.05,584.65,15.21,923.05,58.23,0,0,0.167
2026-04-02 12:15:00,ENV-01,Indoor Lab A,29.83,65.2,540.52,11.92,896.91,57.76,0,0,0.2407
2026-04-02 12:30:00,ENV-01,Indoor Lab A,29.71,67.22,572.2,17.62,980.74,50.95,0,0,0.1963
2026-04-02 12:45:00,ENV-01,Indoor Lab A,29.74,68.84,587.38,19.55,903.14,51.6,0,0,0.1828
2026-04-02 13:00:00,ENV-01,Indoor Lab A,30.23,68.97,588.69,15.52,906.67,56.3,0,0,0.3229
2026-04-02 13:15:00,ENV-01,Indoor Lab A,30.58,68.05,561.99,14.45,894.46,50.43,0,0,0.3442
2026-04-02 13:30:00,ENV-01,Indoor Lab A,30.11,65.98,565.02,17.89,838.18,53.09,0,0,0.2832
2026-04-02 13:45:00,ENV-01,Indoor Lab A,29.3,68.29,578.72,20.61,796.41,53.64,0,0,0.334
2026-04-02 14:00:00,ENV-01,Indoor Lab A,29.98,69.98,558.65,15.04,800.7,53.56,0,0,0.2952
2026-04-02 14:15:00,ENV-01,Indoor Lab A,29.61,67.26,586.48,11.24,752.98,50.89,0,0,0.2512
2026-04-02 14:30:00,ENV-01,Indoor Lab A,30.28,63.87,544.45,15.59,768.81,52.75,0,0,0.3352
2026-04-02 14:45:00,ENV-01,Indoor Lab A,29.41,70.74,521.19,8.02,692.06,51.38,0,0,0.3435
2026-04-02 15:00:00,ENV-01,Indoor Lab A,29.11,68.47,562.63,13.11,591.59,55.41,0,0,0.2524
2026-04-02 15:15:00,ENV-01,Indoor Lab A,29.76,66.93,602.03,11.8,540.02,50.61,0,0,0.2807
2026-04-02 15:30:00,ENV-01,Indoor Lab A,29.33,67.7,549.35,16.3,504.08,56.87,0,0,0.2429
2026-04-02 15:45:00,ENV-01,Indoor Lab A,29.19,69.54,563.66,16.86,519.96,53.72,0,0,0.2017
2026-04-02 16:00:00,ENV-01,Indoor Lab A,29.38,70.07,559.91,17.88,446.86,56.52,0,0,0.1933
2026-04-02 16:15:00,ENV-01,Indoor Lab A,28.64,71.12,554.09,11.75,402.54,49.95,0,0,0.3038
2026-04-02 16:30:00,ENV-01,Indoor Lab A,29.17,66.33,544.23,10.68,328.58,44.49,0,0,0.2315
2026-04-02 16:45:00,ENV-01,Indoor Lab A,27.92,69.27,575.51,17.94,255.45,51.37,0,0,0.3865
2026-04-02 17:00:00,ENV-01,Indoor Lab A,28.47,65.56,594.12,19.63,225.2,51.32,0,0,0.2408
2026-04-02 17:15:00,ENV-01,Indoor Lab A,28.39,63.92,551.21,15.3,140.52,50.11,0,0,0.1522
2026-04-02 17:30:00,ENV-01,Indoor Lab A,28.93,69.42,544.15,19.42,166.45,53.43,0,0,0.2293
2026-04-02 17:45:00,ENV-01,Indoor Lab A,27.96,66.98,577.1,19.25,90.19,52.24,0,0,0.2944
2026-04-02 18:00:00,ENV-01,Indoor Lab A,28.22,67.35,593.96,19.04,72.63,47.93,0,0,0.1541
2026-04-02 18:15:00,ENV-01,Indoor Lab A,28.34,68.96,546.3,17.38,0.0,50.93,0,0,0.1223
2026-04-02 18:30:00,ENV-01,Indoor Lab A,27.6,67.56,563.69,25.64,60.46,50.61,0,0,0.2365
2026-04-02 18:45:00,ENV-01,Indoor Lab A,27.18,69.09,581.51,16.54,0.0,43.92,0,0,0.1957
2026-04-02 19:00:00,ENV-01,Indoor Lab A,27.15,70.29,556.1,24.72,0.0,44.16,0,0,0.1182
2026-04-02 19:15:00,ENV-01,Indoor Lab A,26.87,71.24,612.43,19.02,37.75,48.06,0,0,0.1523
2026-04-02 19:30:00,ENV-01,Indoor Lab A,26.5,71.06,588.91,16.05,51.68,51.92,0,0,0.1602
2026-04-02 19:45:00,ENV-01,Indoor Lab A,26.1,,587.35,21.95,0.0,45.38,0,0,0.2031
2026-04-02 20:00:00,ENV-01,Indoor Lab A,26.18,71.93,591.09,20.44,27.01,38.45,0,0,0.1141
2026-04-02 20:15:00,ENV-01,Indoor Lab A,26.52,66.24,571.04,18.57,0.0,50.09,0,0,0.0809
2026-04-02 20:30:00,ENV-01,Indoor Lab A,25.61,70.55,581.61,23.73,2.69,42.37,0,0,0.2866
2026-04-02 20:45:00,ENV-01,Indoor Lab A,26.09,69.01,546.62,21.37,52.53,48.38,0,0,0.1306
2026-04-02 21:00:00,ENV-01,Indoor Lab A,25.31,44.11729488296408,580.31,29.23,13.37,46.74,1,0,0.2752
2026-04-02 21:15:00,ENV-01,Indoor Lab A,25.77,70.73,584.74,22.74,0.0,44.96,0,0,0.1397
2026-04-02 21:30:00,ENV-01,Indoor Lab A,25.47,70.47,612.44,23.41,2.75,38.71,0,0,0.1472
2026-04-02 21:45:00,ENV-01,Indoor Lab A,25.4,71.18,622.01,15.27,73.09,43.93,0,0,0.1124
2026-04-02 22:00:00,ENV-01,Indoor Lab A,25.35,68.51,615.32,21.08,0.0,49.74,0,0,0.1065
2026-04-02 22:15:00,ENV-01,Indoor Lab A,24.63,71.13,624.69,26.0,5.26,44.76,0,0,0.3004
2026-04-02 22:30:00,ENV-01,Indoor Lab A,25.67,70.67,610.9,27.91,38.69,46.91,0,0,0.2347
2026-04-02 22:45:00,ENV-01,Indoor Lab A,24.76,68.58,649.61,21.55,10.59,40.78,0,0,0.295
2026-04-02 23:00:00,ENV-01,Indoor Lab A,24.34,71.61,619.68,26.46,56.48,44.12,0,0,0.2688
2026-04-02 23:15:00,ENV-01,Indoor Lab A,24.17,72.95,644.2,21.7,20.91,44.59,0,0,0.2348
2026-04-02 23:30:00,ENV-01,Indoor Lab A,24.06,73.83,613.47,25.92,0.0,42.29,0,0,0.2245
2026-04-02 23:45:00,ENV-01,Indoor Lab A,23.63,68.25,659.77,23.14,0.0,35.55,0,0,0.3194
2026-04-03 00:00:00,ENV-01,Indoor Lab A,23.9,68.53,663.55,,0.0,48.56,0,0,0.2343
2026-04-03 00:15:00,ENV-01,Indoor Lab A,24.58,70.56,562.52,32.76,0.0,36.68,0,0,0.2334
2026-04-03 00:30:00,ENV-01,Indoor Lab A,24.57,76.11,662.0,27.64,20.82,44.02,0,0,0.1395
2026-04-03 00:45:00,ENV-01,Indoor Lab A,24.43,71.81,632.28,25.8,0.0,40.48,0,0,0.1578
2026-04-03 01:00:00,ENV-01,Indoor Lab A,23.32,71.05,607.11,22.69,6.3,45.38,0,0,0.4264
2026-04-03 01:15:00,ENV-01,Indoor Lab A,24.5,68.1,609.09,28.81,0.0,40.44,0,0,0.3361
2026-04-03 01:30:00,ENV-01,Indoor Lab A,24.36,69.29,638.34,21.95,0.0,42.01,0,0,0.1594
2026-04-03 01:45:00,ENV-01,Indoor Lab A,23.43,72.09,636.93,27.54,7.84,45.11,0,0,0.3861
2026-04-03 02:00:00,ENV-01,Indoor Lab A,24.24,70.31,642.03,27.43,1.71,41.12,0,0,0.2593
2026-04-03 02:15:00,ENV-01,Indoor Lab A,23.93,69.8,605.29,30.93,0.0,38.93,0,0,0.2064
2026-04-03 02:30:00,ENV-01,Indoor Lab A,23.99,72.87,634.2,29.29,0.0,41.89,0,0,0.1499
2026-04-03 02:45:00,ENV-01,Indoor Lab A,24.02,75.31,612.92,26.31,22.18,42.36,0,0,0.1447
2026-04-03 03:00:00,ENV-01,Indoor Lab A,24.4,70.69,644.56,24.76,33.74,47.84,0,0,0.205
2026-04-03 03:15:00,ENV-01,Indoor Lab A,24.34,68.13,641.93,32.73,0.0,46.24,0,0,0.1529
2026-04-03 03:30:00,ENV-01,Indoor Lab A,25.46,69.68,658.84,29.65,0.0,40.85,0,0,0.3612
2026-04-03 03:45:00,ENV-01,Indoor Lab A,24.57,68.66,628.67,20.84,1.19,39.31,0,0,0.2685
2026-04-03 04:00:00,ENV-01,Indoor Lab A,25.07,67.48,653.27,26.74,0.0,42.93,0,0,0.2191
2026-04-03 04:15:00,ENV-01,Indoor Lab A,25.66,68.06,686.72,25.21,0.0,41.84,0,0,0.2395
2026-04-03 04:30:00,ENV-01,Indoor Lab A,25.51,70.52,658.08,20.89,5.93,38.0,0,0,0.1431
2026-04-03 04:45:00,ENV-01,Indoor Lab A,25.37,68.44,625.75,27.04,38.2,44.32,0,0,0.1181
2026-04-03 05:00:00,ENV-01,Indoor Lab A,25.09,69.49,673.79,23.43,81.18,43.94,0,0,0.1275
2026-04-03 05:15:00,ENV-01,Indoor Lab A,25.84,69.38,645.95,22.2,24.78,45.91,0,0,0.2103
2026-04-03 05:30:00,ENV-01,Indoor Lab A,25.58,67.2,595.67,23.82,0.0,36.89,0,0,0.1182
2026-04-03 05:45:00,ENV-01,Indoor Lab A,26.3,74.71,640.21,24.44,2.86,43.37,0,0,0.2039
2026-04-03 06:00:00,ENV-01,Indoor Lab A,26.72,69.0,645.66,22.52,0.0,46.98,0,0,0.1718
2026-04-03 06:15:00,ENV-01,Indoor Lab A,26.42,67.93,650.83,18.48,59.85,44.32,0,0,0.1122
2026-04-03 06:30:00,ENV-01,Indoor Lab A,27.18,70.24,635.08,23.24,166.13,46.38,0,0,0.2663
2026-04-03 06:45:00,ENV-01,Indoor Lab A,26.89,66.52,607.2,19.48,154.25,44.51,0,0,0.1276
2026-04-03 07:00:00,ENV-01,Indoor Lab A,27.11,70.06,630.06,21.46,235.19,39.52,0,0,0.1249
2026-04-03 07:15:00,ENV-01,Indoor Lab A,26.86,68.56,599.43,21.41,342.87,49.49,0,0,0.0786
2026-04-03 07:30:00,ENV-01,Indoor Lab A,27.38,71.69,631.11,18.21,322.95,45.31,0,0,0.179
2026-04-03 07:45:00,ENV-01,Indoor Lab A,27.5,68.9,629.02,18.84,413.35,50.18,0,0,0.1184
2026-04-03 08:00:00,ENV-01,Indoor Lab A,28.29,65.45,558.65,21.25,,46.33,0,0,0.327
2026-04-03 08:15:00,ENV-01,Indoor Lab A,27.52,64.67,633.44,20.35,479.84,39.62,0,0,0.1921
2026-04-03 08:30:00,ENV-01,Indoor Lab A,27.99,68.92,580.25,18.25,547.35,49.52,0,0,0.206
